Date,Scrip,Open,High,Low,Close,Volume
20221120,00DS30,2199.91197,2203.31754,2179.85488,2180.40437,4228893000
20221120,00DSES,1364.18199,1367.40322,1347.93259,1348.86122,4228893000
20221120,00DSEX,6265.9918,6271.87935,6212.09141,6215.24384,4228893000
20221120,1JANATAMF,6.1,6.1,6.1,6.1,509
20221120,AAMRATECH,42.5,45.4,42.4,42.6,2066233
20221120,ABBANK,9.9,9.9,9.9,9.9,859
20221120,ACFL,26.5,26.5,26.5,26.5,193675
20221120,ACI,260.2,260.2,260.2,260.2,1699
20221120,ACIFORMULA,155,155,155,155,585
20221120,ACMEPL,35.4,35.4,35.4,35.4,522
20221120,ACTIVEFINE,19.3,19.3,19.3,19.3,100
20221120,ADNTEL,121.6,124,108.6,108.9,351729
20221120,ADVENT,22.6,23.2,22.6,22.6,1804961
20221120,AFCAGRO,23.5,23.5,23.5,23.5,34662
20221120,AGNISYSL,22.4,23.1,22,22.1,2162096
20221120,AGRANINS,38.5,38.5,38.5,38.5,10992
20221120,AL-HAJTEX,135.2,138.9,134.2,135.3,160777
20221120,ALARABANK,23.6,23.9,23.6,23.6,12172
20221120,AMANFEED,33.5,33.5,33.5,33.5,680
20221120,AMBEEPHA,486.2,486.2,486.2,486.2,205
20221120,AMCL(PRAN),266.8,266.8,266.8,266.8,710
20221120,ANLIMAYARN,37.1,37.1,37.1,37.1,1
20221120,ANWARGALV,248,248,213.3,214.7,291944
20221120,AOL,36.5,36.5,36.5,36.5,77
20221120,APEXFOODS,237.7,237.8,221,222.5,69650
20221120,APEXFOOT,257.5,257.5,257.5,257.5,82960
20221120,APEXSPINN,130.9,130.9,130.9,130.9,1
20221120,APEXTANRY,128.7,128.7,128.7,128.7,100
20221120,APSCLBOND,5500,5500,5500,5500,1
20221120,ARAMIT,286,286,273.9,273.9,8877
20221120,ARAMITCEM,31.4,31.4,31.4,31.4,1
20221120,ASIAINS,51,52.3,50.6,51.3,499087
20221120,ASIAPACINS,45.7,46.3,44.2,44.6,44431
20221120,ATLASBANG,104.2,104.2,104.2,104.2,590
20221120,AZIZPIPES,95.7,95.7,95.7,95.7,97
20221120,BANGAS,127.7,127.7,127.7,127.7,22
20221120,BANKASIA,20.2,20.2,20.2,20.2,5
20221120,BARKAPOWER,21.3,21.3,21.3,21.3,3152
20221120,BATASHOE,926.5,944,926.5,931.4,1972
20221120,BATBC,518.7,518.7,518.7,518.7,9649
20221120,BAYLEASING,23.9,23.9,23.9,23.9,1000
20221120,BDAUTOCA,136.2,136.2,136.2,136.2,130
20221120,BDCOM,38.7,39.8,35.1,35.3,1265634
20221120,BDFINANCE,44.1,44.1,44.1,44.1,1
20221120,BDLAMPS,252.2,252.2,252.2,252.2,737
20221120,BDTHAI,17,17,17,17,55
20221120,BDWELDING,29.8,29.8,27.7,28,453370
20221120,BEACHHATCH,41.7,41.7,41.7,41.7,1250
20221120,BEACONPHAR,270,270,247,251.7,54502
20221120,BENGALWTL,25,25.9,24.9,25.2,422549
20221120,BERGERPBL,1711.6,1711.6,1711.6,1711.6,80
20221120,BEXGSUKUK,87,87.5,86.5,87,4211
20221120,BEXIMCO,115.6,115.6,115.6,115.6,73858
20221120,BGIC,51,51.5,50,51.4,54050
20221120,BIFC,9.5,9.5,9.5,9.5,100
20221120,BNICL,61.1,64.3,61.1,62.2,773549
20221120,BPML,108.5,108.5,96.9,96.9,1450204
20221120,BPPL,29.3,29.3,29.3,29.3,1685
20221120,BRACBANK,38.5,38.5,38.5,38.5,3136
20221120,BSC,121.9,122.5,114,114.6,560512
20221120,BSCCL,218.9,218.9,218.9,218.9,469
20221120,BSRMLTD,90,90,90,90,1001
20221120,BSRMSTEEL,63.9,63.9,63.9,63.9,62063
20221120,BXPHARMA,150.9,150.9,146.3,146.8,103170
20221120,CENTRALINS,37.2,37.6,37.2,37.2,26610
20221120,CENTRALPHL,12.4,12.4,12.4,12.4,4650
20221120,CITYBANK,21.8,21.9,21.8,21.8,562594
20221120,CITYGENINS,26.9,28.1,26.9,27,284977
20221120,CLICL,44.9,44.9,44.9,44.9,29520
20221120,CNATEX,10.2,10.2,10.2,10.2,7007
20221120,CONFIDCEM,93.5,93.5,93.5,93.5,545
20221120,CONTININS,31.9,32.5,31.8,31.9,138931
20221120,COPPERTECH,38.4,38.4,38.4,38.4,31730
20221120,CROWNCEMNT,74.4,74.4,74.4,74.4,34998
20221120,CRYSTALINS,42.4,42.8,40.4,40.5,129986
20221120,CVOPRL,163.7,163.7,163.7,163.7,5
20221120,DAFODILCOM,65.8,65.8,65.8,65.8,50
20221120,DBH,57.8,57.8,57.8,57.8,270
20221120,DELTALIFE,141.3,146,139.1,140.5,716582
20221120,DESCO,36.6,36.6,36.6,36.6,5
20221120,DESHBANDHU,18.4,18.4,18.4,18.4,2980
20221120,DGIC,35.8,36.5,34.8,35,457549
20221120,DHAKABANK,13.2,13.2,13.2,13.2,4897
20221120,DHAKAINS,50,50,50,50,213
20221120,DOREENPWR,61,61,61,61,600
20221120,DSHGARME,150.4,150.4,150.4,150.4,45
20221120,DSSL,17,17,17,17,2554
20221120,DUTCHBANGL,62.6,62.6,62.6,62.6,4269
20221120,EASTERNINS,51.4,51.4,51.4,51.4,6800
20221120,EASTLAND,25.8,25.8,25.4,25.4,85238
20221120,EASTRNLUB,1856.3,1856.3,1856.3,1856.3,41
20221120,EBL,31.8,31.8,31.8,31.8,2577
20221120,EBLNRBMF,6.5,6.5,6.5,6.5,350
20221120,ECABLES,195.1,195.2,186.6,187.9,47879
20221120,EGEN,63.1,64.4,61.5,61.9,459357
20221120,EHL,93.9,94.6,84,84,1686624
20221120,EIL,28.3,28.4,28.3,28.3,131816
20221120,EMERALDOIL,36.4,36.4,36.4,36.4,70
20221120,ENVOYTEX,43.9,43.9,43.9,43.9,35
20221120,EPGL,34.5,34.5,34.5,34.5,26721
20221120,ESQUIRENIT,34.5,34.5,34.5,34.5,11000
20221120,EXIMBANK,10.4,10.4,10.4,10.4,43539
20221120,FARCHEM,10.6,10.6,10.6,10.6,1
20221120,FAREASTLIF,82,85.8,81.2,81.7,845609
